date,depth,temperature,density,salinity,latitude,longitude,region
2006-09-12,123.0,11.23,1026.578003,34.8,-39.013,130.77,Indian Ocean
2006-09-14,117.0,13.476,1026.516968,35.284,-38.867,123.504,Indian Ocean
2006-09-24,69.0,20.672,1025.046997,35.608,-24.989,106.972,Indian Ocean
2006-10-06,5.5,21.504,1024.807983,35.592,-25.026,64.988,Indian Ocean
2006-10-17,63.0,15.192,1026.285034,35.46,-33.017,70.974,Indian Ocean
2006-10-18,5.5,14.592,1026.259033,35.256,-33.011,76.751,Indian Ocean
2006-10-19,39.0,13.632,1026.404053,35.18,-35.688,73.673,Indian Ocean
2006-10-20,69.0,12.664,1026.584961,35.16,-38.658,72.659,Indian Ocean
2006-10-22,45.0,9.436,1026.687988,34.54,-43.004,75.949,Indian Ocean
2006-10-22,81.0,11.204,1026.635986,34.868,-43.029,80.075,Indian Ocean
2006-10-30,5.5,12.168,1026.352051,34.736,-38.795,108.009,Indian Ocean
2006-11-04,99.0,9.24,1026.750977,34.58,-44.683,132.008,Indian Ocean
2007-01-01,314.0,11.5,1026.727051,35.055,1.357,78.015,Equatorial Region
2007-01-01,549.2,7.42,1026.968018,34.503,-43.965,86.924,Indian Ocean
2007-01-01,725.0,2.978,1027.332031,34.304,-46.619,33.363,Indian Ocean
2007-01-01,849.4,7.456,1027.328003,34.966,13.368,89.21,Bay of Bengal
2007-01-01,399.0,9.52,1026.828979,34.738,-10.091,86.31,Indian Ocean
2007-01-01,999.0,5.172,1027.392944,34.669,-18.99,95.565,Indian Ocean
2007-01-01,996.1,6.304,1027.067993,34.436,-32.158,67.725,Indian Ocean
2007-01-01,970.0,6.295,1027.063965,34.429,-32.386,73.278,Indian Ocean
2007-01-01,410.0,7.527,1026.920044,34.461,-43.129,91.745,Indian Ocean
2007-01-01,1149.2,4.819,1027.448975,34.688,-15.752,90.976,Indian Ocean
2007-01-01,439.2,2.217,1027.546997,34.492,-52.028,116.418,Indian Ocean
2007-01-01,992.2,6.757,1027.418945,34.957,3.702,90.318,Equatorial Region
2007-01-01,1449.3,2.017,1027.762939,34.741,-55.863,124.622,Indian Ocean
2007-01-01,9.2,12.384,1026.345947,34.782,-42.417,89.088,Indian Ocean
2007-01-01,14.5,29.008,1021.046997,33.646,-5.636,78.679,Equatorial Region
2007-01-01,9.4,14.865,1026.015991,35.018,-40.796,135.913,Indian Ocean
2007-01-01,1349.2,3.18,1027.432983,34.455,-42.775,74.939,Indian Ocean
2007-01-01,69.1,21.246,1024.552002,35.163,-2.736,84.573,Equatorial Region
2007-01-01,9.2,28.092,1021.557983,33.924,7.564,72.994,Equatorial Region
2007-01-01,0.0,27.276,996.455994,0.021,12.795,44.997,Indian Ocean
2007-01-01,549.1,9.675,1026.781006,34.71,-42.638,101.79,Indian Ocean
2007-01-01,469.2,12.154,1026.667969,35.139,-20.252,61.872,Indian Ocean
2007-01-01,5.0,16.061,1025.802002,35.088,-36.525,99.811,Indian Ocean
2007-01-01,288.2,14.783,1026.360962,35.441,-32.409,44.707,Indian Ocean
2007-01-01,280.0,11.258,1026.738037,35.012,-1.136,76.336,Equatorial Region
2007-01-01,496.0,9.999,1026.956055,35.005,0.764,80.235,Equatorial Region
2007-01-01,648.8,8.197,1027.030029,34.727,-13.497,54.932,Indian Ocean
2007-01-01,4.6,28.604,1022.031982,34.779,-11.89,70.396,Indian Ocean
2007-01-01,876.0,7.208,1026.977051,34.476,-35.499,93.598,Indian Ocean
2007-01-01,679.2,10.757,1026.754028,34.915,-20.088,58.504,Indian Ocean
2007-01-01,64.7,26.297,1022.567993,34.503,-4.562,77.748,Equatorial Region
2007-01-01,1985.0,2.079,1027.777954,34.766,-47.601,78.156,Indian Ocean
2007-01-01,269.3,11.758,1026.615967,34.975,-9.167,62.382,Equatorial Region
2007-01-01,1003.4,5.707,1027.365967,34.717,-11.846,65.892,Indian Ocean
2007-01-01,99.3,22.191,1024.530029,35.479,-19.542,79.032,Indian Ocean
2007-01-01,179.1,12.291,1026.52002,34.983,-3.722,76.74,Equatorial Region
2007-01-01,199.3,10.752,1026.531982,34.63,-45.056,77.738,Indian Ocean
2007-01-01,195.0,17.652,1025.781006,35.551,-36.743,31.262,Indian Ocean
2007-01-01,122.5,4.417,1026.886963,33.924,-48.515,22.458,Indian Ocean
2007-01-01,33.0,24.28,1023.937988,35.5,-21.867,88.928,Indian Ocean
2007-01-01,279.1,11.473,1026.536987,34.804,-8.704,87.245,Equatorial Region
2007-01-01,58.7,27.56,1021.437012,33.534,14.441,88.174,Bay of Bengal
2007-01-01,1749.5,2.665,1027.577026,34.577,-43.803,119.296,Indian Ocean
2007-01-01,354.0,10.426,1026.801025,34.901,-7.044,82.934,Equatorial Region
2007-01-01,416.0,10.514,1026.857056,34.992,-0.691,72.197,Equatorial Region
2007-01-01,119.5,0.74,1027.612061,34.44,-59.759,79.991,Indian Ocean
2007-01-01,66.0,23.103,1024.094971,35.25,-0.974,80.561,Equatorial Region
2007-01-01,349.3,11.286,1026.776978,35.069,2.318,78.856,Equatorial Region
2007-01-01,699.4,8.45,1027.213989,35.011,2.434,84.884,Equatorial Region
2007-01-01,23.8,9.582,1026.70105,34.588,-47.241,109.57,Indian Ocean
2007-01-01,34.1,11.886,1026.307007,34.608,-42.13,117.363,Indian Ocean
2007-01-01,1998.2,2.341,1027.708984,34.707,-50.285,132.487,Indian Ocean
2007-01-01,1998.8,2.395,1027.698975,34.7,-38.349,114.712,Indian Ocean
2007-01-01,599.8,10.175,1026.765991,34.8,-39.975,74.238,Indian Ocean
2007-01-01,149.2,14.107,1026.194946,35.039,3.378,82.288,Equatorial Region
2007-01-01,1898.6,2.493,1027.699951,34.712,-22.947,106.08,Indian Ocean
2007-01-01,424.0,10.615,1026.873047,35.036,12.221,86.109,Bay of Bengal
2007-01-01,1999.5,2.523,1027.692993,34.706,-27.708,83.702,Indian Ocean
2007-01-01,1887.0,3.119,1027.682983,34.761,-13.89,42.261,Indian Ocean
2007-01-01,799.4,7.929,1026.942017,34.564,-38.753,89.378,Indian Ocean
2007-01-01,159.6,17.551,1025.295044,34.885,16.207,89.361,Bay of Bengal
2007-01-01,1507.3,4.366,1027.630005,34.852,15.706,96.378,Bay of Bengal
2007-01-01,4.1,1.384,1027.072021,33.821,-57.435,95.083,Indian Ocean
2007-01-01,4.5,23.907,1024.18103,35.674,-25.669,90.87,Indian Ocean
2007-01-01,155.0,10.319,1026.484009,34.471,-42.499,35.878,Indian Ocean
2007-01-01,149.3,20.432,1024.234985,34.458,-13.436,120.759,Indian Ocean
2007-01-01,999.6,5.484,1027.18103,34.449,-22.932,72.109,Indian Ocean
2007-01-01,209.5,11.026,1026.708984,34.92,-35.826,131.432,Indian Ocean
2007-01-01,4.4,28.604,1022.338989,35.188,3.417,58.243,Equatorial Region
2007-01-01,4.3,28.865,1021.35199,33.989,-7.329,72.052,Equatorial Region
2007-01-02,359.6,2.899,1027.224976,34.162,-48.306,96.583,Indian Ocean
2007-01-02,270.0,2.01,1027.271973,34.128,-48.866,42.593,Indian Ocean
2007-01-02,182.0,13.552,1026.373047,35.119,-1.124,76.408,Equatorial Region
2007-01-02,279.3,9.757,1026.621948,34.524,-45.858,81.016,Indian Ocean
2007-01-02,399.4,12.56,1026.905029,35.547,16.518,55.97,Indian Ocean
2007-01-02,24.3,0.707,1027.110962,33.815,-59.305,93.392,Indian Ocean
2007-01-02,598.8,9.161,1027.093994,35.002,16.126,89.847,Bay of Bengal
2007-01-02,24.5,19.178,1025.383057,35.532,-38.169,51.338,Indian Ocean
2007-01-02,439.3,8.987,1026.875,34.686,-15.948,117.136,Indian Ocean
2007-01-02,149.0,0.903,1027.209961,33.953,-51.737,107.825,Indian Ocean
2007-01-02,149.0,18.935,1025.661011,35.814,-25.026,110.509,Indian Ocean
2007-01-02,94.4,2.803,1026.953979,33.812,-50.804,59.488,Indian Ocean
2007-01-02,179.4,18.749,1025.755005,35.874,-28.397,112.14,Indian Ocean
2007-01-02,171.0,11.99,1026.640991,35.064,-35.453,98.683,Indian Ocean
2007-01-02,399.3,11.186,1026.953979,35.272,8.139,58.498,Equatorial Region
2007-01-02,0.0,29.453,995.815002,0.0,3.058,72.895,Equatorial Region
2007-01-02,54.0,25.304,1023.525024,35.363,-2.405,53.905,Equatorial Region
2007-01-02,438.0,10.629,1026.868042,35.033,1.43,78.07,Equatorial Region
2007-01-02,859.3,7.201,1026.967041,34.462,-41.383,108.0,Indian Ocean
2007-01-02,1725.0,2.501,1027.723022,34.741,-46.701,24.456,Indian Ocean
2007-01-02,118.7,13.143,1026.501953,35.177,-33.41,94.604,Indian Ocean
2007-01-02,1187.0,5.591,1027.505981,34.876,-2.815,65.324,Equatorial Region
2007-01-02,1198.9,2.104,1027.746948,34.73,-54.4,88.161,Indian Ocean
2007-01-02,4.8,27.593,1023.411011,36.172,9.144,58.155,Equatorial Region
2007-01-02,549.1,9.168,1026.819946,34.653,-27.715,108.585,Indian Ocean
2007-01-02,2000.1,2.33,1027.72998,34.732,-44.112,93.976,Indian Ocean
2007-01-02,1994.4,2.494,1027.671021,34.676,-45.462,118.71,Indian Ocean
2007-01-02,69.3,12.79,1026.266968,34.783,-41.957,105.337,Indian Ocean
2007-01-02,999.1,1.728,1027.790039,34.747,-56.659,94.485,Indian Ocean
2007-01-02,996.0,4.724,1027.214966,34.38,-38.476,134.8,Indian Ocean
2007-01-02,2000.3,1.533,1027.79895,34.74,-50.46,111.53,Indian Ocean
2007-01-02,124.5,18.725,1025.29895,35.271,-2.152,92.939,Equatorial Region
2007-01-02,450.0,10.251,1026.904053,34.994,-0.68,72.226,Equatorial Region
2007-01-02,1116.0,4.988,1027.176025,34.368,-33.676,74.849,Indian Ocean
2007-01-02,5.5,20.048,1024.939941,35.248,-36.642,72.127,Indian Ocean
2007-01-02,370.0,2.057,1027.519043,34.441,-53.245,37.619,Indian Ocean
2007-01-02,749.4,6.848,1027.234009,34.739,-10.091,86.522,Indian Ocean
2007-01-02,79.5,26.394,1022.515991,34.475,-10.016,85.561,Indian Ocean
2007-01-02,4.4,29.047,1021.645996,34.461,4.044,89.3,Equatorial Region
2007-01-02,4.5,27.355,1021.655029,33.736,12.221,86.109,Bay of Bengal
2007-01-02,6.0,28.859,1021.619019,34.341,0.72,80.206,Equatorial Region
2007-01-02,378.9,9.784,1026.754028,34.699,-40.814,112.195,Indian Ocean
2007-01-02,799.1,7.975,1026.949951,34.582,-20.545,52.217,Indian Ocean
2007-01-02,499.1,8.988,1026.784058,34.57,-42.529,89.012,Indian Ocean
2007-01-02,4.5,28.992,1021.299011,33.974,-3.806,76.754,Equatorial Region
2007-01-02,19.0,18.447,1025.812988,35.851,-35.378,107.167,Indian Ocean
2007-01-02,508.0,10.131,1026.949951,35.026,3.352,82.332,Equatorial Region
2007-01-02,466.0,9.377,1026.942993,34.854,-7.036,82.957,Equatorial Region
2007-01-02,339.3,10.455,1026.807007,34.915,-5.659,78.624,Equatorial Region
2007-01-02,949.3,5.371,1027.162964,34.409,-27.575,89.938,Indian Ocean
2007-01-02,999.5,5.318,1027.215942,34.468,-22.417,72.515,Indian Ocean
2007-01-02,209.5,12.555,1026.654053,35.222,-39.143,136.522,Indian Ocean
2007-01-02,159.8,15.742,1025.890991,35.109,2.908,72.606,Equatorial Region
2007-01-02,99.5,5.842,1026.790039,34.01,-50.608,93.654,Indian Ocean
2007-01-02,5.1,27.97,1021.353027,33.598,-12.62,50.025,Indian Ocean
2007-01-02,39.8,28.929,1021.317993,33.972,0.489,92.094,Equatorial Region
2007-01-02,195.0,1.878,1027.107056,33.909,-53.104,85.276,Indian Ocean
2007-01-02,369.3,10.209,1026.855957,34.923,-4.588,77.792,Equatorial Region
2007-01-02,99.0,10.222,1026.720947,34.752,-45.744,139.444,Indian Ocean
2007-01-02,259.0,17.09,1025.707031,35.278,-16.898,62.371,Indian Ocean
2007-01-02,355.0,2.947,1026.707031,33.518,-47.525,58.726,Indian Ocean
2007-01-02,493.9,8.832,1026.98999,34.802,-7.345,72.056,Equatorial Region
2007-01-02,19.6,21.623,1025.051025,35.955,-30.348,83.841,Indian Ocean
2007-01-03,499.4,11.338,1026.723999,35.012,-23.735,71.475,Indian Ocean
2007-01-03,199.4,19.431,1025.202026,35.38,-15.036,75.693,Indian Ocean
2007-01-03,63.0,2.082,1027.024048,33.825,-49.713,22.31,Indian Ocean
2007-01-03,228.9,2.321,1027.17395,34.036,-54.065,121.818,Indian Ocean
2007-01-03,898.9,9.716,1027.391968,35.5,18.358,64.507,Arabian Sea
2007-01-03,205.0,8.037,1026.786011,34.385,-49.256,126.357,Indian Ocean
2007-01-03,135.0,4.987,1026.760986,33.845,-45.172,69.808,Indian Ocean
2007-01-03,359.2,15.159,1026.342041,35.524,-20.723,62.234,Indian Ocean
2007-01-03,449.0,10.559,1026.770996,34.892,-15.963,81.315,Indian Ocean
2007-01-03,79.5,25.557,1023.286987,35.151,-16.554,76.46,Indian Ocean
2007-01-03,1999.3,2.704,1027.70105,34.736,-12.806,110.219,Indian Ocean
2007-01-03,69.5,0.54,1027.254028,33.981,-58.608,105.612,Indian Ocean
2007-01-03,998.8,5.429,1027.378052,34.689,-16.571,76.257,Indian Ocean
2007-01-03,960.0,4.792,1027.333984,34.539,-24.581,105.682,Indian Ocean
2007-01-03,66.0,27.747,1022.843018,35.484,1.517,78.14,Equatorial Region
2007-01-03,799.2,9.917,1027.310059,35.44,15.713,68.699,Arabian Sea
2007-01-03,999.2,2.409,1027.625977,34.61,-54.31,118.28,Indian Ocean
2007-01-03,29.0,10.106,1026.542969,34.499,-46.35,135.2,Indian Ocean
2007-01-03,209.1,11.824,1026.625977,35.004,-38.339,123.567,Indian Ocean
2007-01-03,381.0,4.54,1027.13501,34.254,-50.28,84.05,Indian Ocean
2007-01-03,1699.1,2.692,1027.578003,34.58,-45.024,132.488,Indian Ocean
2007-01-03,825.0,4.671,1027.22998,34.391,-40.167,35.179,Indian Ocean
2007-01-03,420.0,9.751,1026.891968,34.869,-7.031,82.964,Equatorial Region
2007-01-03,117.0,13.212,1026.534058,35.236,-37.568,71.001,Indian Ocean
2007-01-03,8.1,20.979,1025.137939,35.836,-29.694,103.743,Indian Ocean
2007-01-03,420.0,10.556,1026.859009,35.005,-0.634,72.234,Equatorial Region
2007-01-03,459.3,11.782,1026.984985,35.455,11.284,67.769,Arabian Sea
2007-01-03,54.0,12.21,1026.281006,34.655,-42.03,107.992,Indian Ocean
2007-01-03,502.1,10.101,1026.958008,35.03,3.275,82.392,Equatorial Region
2007-01-03,368.9,10.545,1026.767944,34.885,-7.365,72.053,Equatorial Region
2007-01-03,4.3,25.274,1023.495972,35.313,-21.174,109.301,Indian Ocean
2007-01-03,279.1,12.151,1026.635986,35.097,-35.083,121.245,Indian Ocean
2007-01-03,1349.3,3.978,1027.494019,34.63,-20.637,56.528,Indian Ocean
2007-01-03,79.4,25.858,1023.260986,35.24,-15.157,52.786,Indian Ocean
2007-01-03,499.2,10.235,1026.781006,34.832,-19.78,94.838,Indian Ocean
2007-01-03,6.2,24.857,1023.924011,35.711,-27.105,80.538,Indian Ocean
2007-01-03,824.3,9.616,1027.608032,35.755,15.393,69.921,Arabian Sea
2007-01-03,239.2,10.709,1026.741943,34.889,-39.159,114.156,Indian Ocean
2007-01-03,159.5,18.707,1025.766968,35.876,16.873,68.31,Arabian Sea
2007-01-03,478.0,10.998,1026.72998,34.941,-21.365,95.847,Indian Ocean
2007-01-03,3083.5,21.401,1024.133057,34.668,-17.956,83.825,Indian Ocean
2007-01-03,599.2,8.487,1026.935059,34.663,-30.322,46.013,Indian Ocean
2007-01-03,3041.9,13.061,1025.694946,34.114,-35.032,94.24,Indian Ocean
2007-01-03,799.4,7.954,1026.890991,34.503,-39.438,137.758,Indian Ocean
2007-01-03,649.5,11.014,1026.738037,34.954,-25.661,64.608,Indian Ocean
2007-01-03,299.6,15.988,1026.177979,35.554,-23.183,57.912,Indian Ocean
2007-01-03,1998.9,2.58,1027.692993,34.712,-29.322,80.126,Indian Ocean
2007-01-03,799.3,7.71,1026.94104,34.521,-39.221,90.089,Indian Ocean
2007-01-03,0.0,21.418,1025.012939,35.831,-21.167,75.246,Indian Ocean
2007-01-03,1004.9,8.662,1027.479004,35.391,24.683,59.833,Indian Ocean
2007-01-03,232.0,14.297,1026.452026,35.424,-28.397,67.028,Indian Ocean
2007-01-03,799.3,2.209,1027.696045,34.677,-58.236,118.944,Indian Ocean
2007-01-03,189.2,12.101,1026.567993,34.997,-4.582,77.889,Equatorial Region
2007-01-03,87.0,18.688,1025.744019,35.84,-32.1,112.285,Indian Ocean
2007-01-03,269.4,8.737,1026.805054,34.547,-49.814,139.423,Indian Ocean
2007-01-03,239.1,15.919,1026.412964,35.839,18.174,67.891,Arabian Sea
2007-01-03,142.5,-0.373,0.0,34.208,-53.621,27.168,Indian Ocean
2007-01-03,94.5,0.964,1027.187012,33.93,-56.002,110.39,Indian Ocean
2007-01-03,426.0,10.299,1026.911011,35.013,0.675,80.187,Equatorial Region
2007-01-03,778.8,1.654,1027.776978,34.723,-58.062,39.044,Indian Ocean
2007-01-03,335.0,1.751,1026.203003,32.77,-53.958,32.043,Indian Ocean
2007-01-03,139.5,17.515,1025.391968,35.0,2.359,93.836,Equatorial Region
2007-01-03,1656.0,2.61,1027.604004,34.604,-37.95,132.484,Indian Ocean
2007-01-03,959.3,2.321,1027.671997,34.659,-53.817,65.393,Indian Ocean
2007-01-03,329.0,10.274,1026.828979,34.903,-3.804,76.831,Equatorial Region
2007-01-03,92.0,20.234,1024.82605,35.164,-1.15,76.484,Equatorial Region
2007-01-03,162.5,0.603,1027.499023,34.289,-51.846,23.029,Indian Ocean
2007-01-03,288.9,11.721,1026.719971,35.099,2.908,72.606,Equatorial Region
2007-01-03,1448.8,4.59,1027.609985,34.858,4.611,91.138,Equatorial Region
2007-01-03,1898.8,2.972,1027.713013,34.781,-5.051,73.51,Equatorial Region
2007-01-03,399.0,10.538,1026.868042,35.012,0.453,91.643,Equatorial Region
2007-01-03,9.0,24.52,1024.045044,35.736,-25.624,83.515,Indian Ocean
2007-01-03,229.4,11.562,1026.633057,34.949,-5.753,78.625,Equatorial Region
2007-01-03,229.5,13.266,1026.380981,35.053,3.702,90.318,Equatorial Region
2007-01-03,49.3,29.074,1022.370972,35.439,3.804,63.639,Equatorial Region
2007-01-03,0.0,28.456,996.116028,0.013,6.95,72.932,Equatorial Region
2007-01-03,1949.0,2.824,1027.722046,34.775,-3.043,88.706,Equatorial Region
2007-01-03,5.1,28.803,1021.736023,34.473,-8.333,77.74,Equatorial Region
2007-01-03,4.6,28.877,1022.325012,35.289,-23.208,39.701,Indian Ocean
2007-01-03,1149.0,4.042,1027.249023,34.33,-40.315,85.002,Indian Ocean
2007-01-03,1898.9,3.188,1027.650024,34.727,-10.647,108.54,Indian Ocean
2007-01-03,1008.5,8.617,1027.454956,35.352,16.287,67.792,Arabian Sea
2007-01-03,38.9,11.642,1026.43103,34.709,-41.614,96.9,Indian Ocean
2007-01-03,139.1,18.944,1025.562012,35.687,11.01,62.431,Arabian Sea
2007-01-03,1648.8,3.208,1027.633057,34.708,-13.853,103.754,Indian Ocean
2007-01-03,9.5,15.24,1025.96106,35.054,-38.566,111.21,Indian Ocean
2007-01-03,598.7,14.163,1027.077026,36.195,14.242,50.954,Indian Ocean
2007-01-03,4.2,25.966,1024.083008,36.374,17.367,64.83,Arabian Sea
2007-01-03,79.6,18.546,1025.012939,34.838,4.666,84.156,Equatorial Region
2007-01-03,539.5,9.103,1026.82605,34.648,-38.146,110.433,Indian Ocean
2007-01-03,1996.3,2.461,1027.740967,34.759,-10.016,85.561,Indian Ocean
2007-01-03,559.0,9.19,1026.817017,34.654,-35.226,109.33,Indian Ocean
2007-01-04,91.9,21.025,1024.358032,34.829,-7.036,82.999,Equatorial Region
