ad_observation_id,depth,temperature,density,salinity,ao_observation_id,latitude,longitude,date,region
2900163_13/01/2003,119.3,20.36,1025.427002,35.996,2900163_13/01/2003,16.477,66.76,2003-01-13,Arabian Sea
1900131_13/01/2003,1487.0,2.378,1027.688965,34.686,1900131_13/01/2003,-47.774,60.361,2003-01-13,Indian Ocean
1900043_13/01/2003,1999.2,1.867,1027.795044,34.766,1900043_13/01/2003,-47.303,54.541,2003-01-13,Indian Ocean
2900085_13/01/2003,138.8,18.81,1025.545044,35.62,2900085_13/01/2003,12.95,55.62,2003-01-13,Indian Ocean
2900088_13/01/2003,8.0,25.31,1024.245972,36.32,2900088_13/01/2003,15.74,59.45,2003-01-13,Indian Ocean
5900234_14/01/2003,119.2,17.977,1025.348022,35.09,5900234_14/01/2003,1.464,91.925,2003-01-14,Equatorial Region
1900149_14/01/2003,649.2,4.431,1027.154053,34.263,1900149_14/01/2003,-43.47,82.66,2003-01-14,Indian Ocean
2900090_14/01/2003,119.5,21.337,1025.295044,36.172,2900090_14/01/2003,19.499,66.713,2003-01-14,Arabian Sea
2900089_14/01/2003,8.9,24.984,1024.480957,36.498,2900089_14/01/2003,22.255,64.322,2003-01-14,Arabian Sea
1900044_14/01/2003,1299.3,2.334,1027.717041,34.716,1900044_14/01/2003,-48.678,56.4,2003-01-14,Indian Ocean
2900091_14/01/2003,399.4,12.83,1026.94397,35.666,2900091_14/01/2003,14.509,65.853,2003-01-14,Arabian Sea
1900100_14/01/2003,1999.3,2.448,1027.69397,34.699,1900100_14/01/2003,-29.913,84.502,2003-01-14,Indian Ocean
5900030_14/01/2003,89.5,19.789,1025.305054,35.637,5900030_14/01/2003,-25.888,105.312,2003-01-14,Indian Ocean
1900046_14/01/2003,1549.2,2.155,1027.756958,34.748,1900046_14/01/2003,-49.862,62.624,2003-01-14,Indian Ocean
5900185_14/01/2003,448.9,9.73,1026.782959,34.724,5900185_14/01/2003,-34.399,109.808,2003-01-14,Indian Ocean
2900164_14/01/2003,7.1,28.114,1022.702026,35.456,2900164_14/01/2003,7.109,61.352,2003-01-14,Equatorial Region
2900229_14/01/2003,14.7,29.294,1021.278015,34.08,2900229_14/01/2003,-1.899,70.589,2003-01-14,Equatorial Region
1900045_14/01/2003,8.3,4.158,1026.847046,33.84,1900045_14/01/2003,-50.097,64.558,2003-01-14,Indian Ocean
56508_14/01/2003,999.1,5.048,1027.396973,34.656,56508_14/01/2003,-16.518,118.663,2003-01-14,Indian Ocean
1900146_14/01/2003,29.4,11.654,1026.468018,34.759,1900146_14/01/2003,-44.083,77.356,2003-01-14,Indian Ocean
2900226_14/01/2003,504.0,9.948,1026.996948,35.046,2900226_14/01/2003,9.677,84.87,2003-01-14,Bay of Bengal
1900147_14/01/2003,249.4,10.928,1026.635986,34.803,1900147_14/01/2003,-45.015,77.01,2003-01-14,Indian Ocean
1900148_15/01/2003,999.3,4.007,1027.265015,34.346,1900148_15/01/2003,-43.219,79.127,2003-01-15,Indian Ocean
1900103_15/01/2003,1299.6,1.604,1027.800049,34.747,1900103_15/01/2003,-55.699,52.912,2003-01-15,Indian Ocean
1900048_15/01/2003,1999.2,1.613,1027.802979,34.752,1900048_15/01/2003,-51.915,70.869,2003-01-15,Indian Ocean
1900102_15/01/2003,649.4,2.451,1027.509033,34.468,1900102_15/01/2003,-50.686,48.19,2003-01-15,Indian Ocean
2900166_15/01/2003,79.1,24.013,1024.06897,35.567,2900166_15/01/2003,4.236,62.583,2003-01-15,Equatorial Region
1900153_15/01/2003,999.0,4.113,1027.248047,34.338,1900153_15/01/2003,-43.707,75.582,2003-01-15,Indian Ocean
5900198_15/01/2003,40.3,26.246,1024.75,37.374,5900198_15/01/2003,-13.954,114.432,2003-01-15,Indian Ocean
1900152_15/01/2003,849.4,7.669,1026.958984,34.537,1900152_15/01/2003,-42.156,79.178,2003-01-15,Indian Ocean
1900151_15/01/2003,998.9,5.694,1027.107056,34.388,1900151_15/01/2003,-41.751,76.803,2003-01-15,Indian Ocean
5900026_15/01/2003,159.4,16.168,1025.328979,34.504,5900026_15/01/2003,-9.789,118.45,2003-01-15,Equatorial Region
1900101_15/01/2003,239.1,2.251,1027.202026,34.064,1900101_15/01/2003,-49.999,55.398,2003-01-15,Indian Ocean
1900047_15/01/2003,189.0,2.094,1027.123047,33.95,1900047_15/01/2003,-51.297,66.425,2003-01-15,Indian Ocean
56501_15/01/2003,2149.2,2.33,1027.728027,34.729,56501_15/01/2003,-26.292,104.725,2003-01-15,Indian Ocean
5900029_15/01/2003,19.1,23.641,1023.778015,35.038,5900029_15/01/2003,-23.1,105.652,2003-01-15,Indian Ocean
1900090_15/01/2003,1199.1,5.233,1027.202026,34.437,1900090_15/01/2003,-30.869,35.051,2003-01-15,Indian Ocean
5900144_16/01/2003,116.3,20.43,1024.628052,34.972,5900144_16/01/2003,-4.45,94.132,2003-01-16,Equatorial Region
7900019_16/01/2003,64.6,-1.747,0.0,34.374,7900019_16/01/2003,-68.276,20.091,2003-01-16,Indian Ocean
1900104_16/01/2003,649.4,1.895,1027.741943,34.703,1900104_16/01/2003,-55.663,48.97,2003-01-16,Indian Ocean
5900143_16/01/2003,516.4,9.015,1027.005981,34.86,5900143_16/01/2003,-4.985,89.842,2003-01-16,Equatorial Region
1900123_16/01/2003,1638.0,2.773,1027.598022,34.615,1900123_16/01/2003,-25.603,54.405,2003-01-16,Indian Ocean
1900132_16/01/2003,1437.0,3.223,1027.401978,34.421,1900132_16/01/2003,-40.219,76.344,2003-01-16,Indian Ocean
1900086_16/01/2003,279.3,16.025,1026.203003,35.598,1900086_16/01/2003,-32.433,47.341,2003-01-16,Indian Ocean
2900165_16/01/2003,29.0,28.919,1022.33197,35.317,2900165_16/01/2003,0.022,62.979,2003-01-16,Equatorial Region
1900085_16/01/2003,139.2,18.008,1025.813965,35.708,1900085_16/01/2003,-30.282,46.94,2003-01-16,Indian Ocean
1900049_16/01/2003,159.5,1.926,1027.141968,33.957,1900049_16/01/2003,-52.761,72.09,2003-01-16,Indian Ocean
1900133_16/01/2003,135.0,12.509,1026.63501,35.186,1900133_16/01/2003,-40.104,76.351,2003-01-16,Indian Ocean
5900186_16/01/2003,169.4,15.687,1026.30896,35.636,5900186_16/01/2003,-30.688,111.074,2003-01-16,Indian Ocean
1900105_16/01/2003,8.3,1.278,1026.956055,33.668,1900105_16/01/2003,-57.926,35.126,2003-01-16,Indian Ocean
1900150_16/01/2003,998.9,5.295,1027.134033,34.36,1900150_16/01/2003,-38.815,76.926,2003-01-16,Indian Ocean
2900228_16/01/2003,119.1,15.514,1025.993042,35.174,2900228_16/01/2003,0.744,76.182,2003-01-16,Equatorial Region
5900031_16/01/2003,1799.1,2.814,1027.66394,34.702,5900031_16/01/2003,-19.635,101.765,2003-01-16,Indian Ocean
5900027_16/01/2003,739.4,6.446,1027.233032,34.668,5900027_16/01/2003,-9.962,110.368,2003-01-16,Equatorial Region
1900125_17/01/2003,988.0,7.738,1026.963989,34.556,1900125_17/01/2003,-27.824,54.293,2003-01-17,Indian Ocean
1900097_17/01/2003,1699.4,2.833,1027.552002,34.564,1900097_17/01/2003,-34.437,68.931,2003-01-17,Indian Ocean
1900124_17/01/2003,1462.0,3.462,1027.436035,34.492,1900124_17/01/2003,-27.748,54.49,2003-01-17,Indian Ocean
