ad_observation_id,depth,temperature,density,salinity,ao_observation_id,latitude,longitude,date,region
5901238_12/09/2006,123.0,11.23,1026.578003,34.8,5901238_12/09/2006,-39.013,130.77,2006-09-12,Indian Ocean
5901240_14/09/2006,117.0,13.476,1026.516968,35.284,5901240_14/09/2006,-38.867,123.504,2006-09-14,Indian Ocean
5901244_24/09/2006,69.0,20.672,1025.046997,35.608,5901244_24/09/2006,-24.989,106.972,2006-09-24,Indian Ocean
1900693_06/10/2006,5.5,21.504,1024.807983,35.592,1900693_06/10/2006,-25.026,64.988,2006-10-06,Indian Ocean
1900697_17/10/2006,63.0,15.192,1026.285034,35.46,1900697_17/10/2006,-33.017,70.974,2006-10-17,Indian Ocean
1900698_18/10/2006,5.5,14.592,1026.259033,35.256,1900698_18/10/2006,-33.011,76.751,2006-10-18,Indian Ocean
1900699_19/10/2006,39.0,13.632,1026.404053,35.18,1900699_19/10/2006,-35.688,73.673,2006-10-19,Indian Ocean
1900700_20/10/2006,69.0,12.664,1026.584961,35.16,1900700_20/10/2006,-38.658,72.659,2006-10-20,Indian Ocean
1900701_22/10/2006,45.0,9.436,1026.687988,34.54,1900701_22/10/2006,-43.004,75.949,2006-10-22,Indian Ocean
5901251_22/10/2006,81.0,11.204,1026.635986,34.868,5901251_22/10/2006,-43.029,80.075,2006-10-22,Indian Ocean
5901260_30/10/2006,5.5,12.168,1026.352051,34.736,5901260_30/10/2006,-38.795,108.009,2006-10-30,Indian Ocean
5901265_04/11/2006,99.0,9.24,1026.750977,34.58,5901265_04/11/2006,-44.683,132.008,2006-11-04,Indian Ocean
2900680_01/01/2007,314.0,11.5,1026.727051,35.055,2900680_01/01/2007,1.357,78.015,2007-01-01,Equatorial Region
5901147_01/01/2007,549.2,7.42,1026.968018,34.503,5901147_01/01/2007,-43.965,86.924,2007-01-01,Indian Ocean
1900683_01/01/2007,725.0,2.978,1027.332031,34.304,1900683_01/01/2007,-46.619,33.363,2007-01-01,Indian Ocean
4900671_01/01/2007,849.4,7.456,1027.328003,34.966,4900671_01/01/2007,13.368,89.21,2007-01-01,Bay of Bengal
2900355_01/01/2007,399.0,9.52,1026.828979,34.738,2900355_01/01/2007,-10.091,86.31,2007-01-01,Indian Ocean
5900685_01/01/2007,999.0,5.172,1027.392944,34.669,5900685_01/01/2007,-18.99,95.565,2007-01-01,Indian Ocean
1900411_01/01/2007,996.1,6.304,1027.067993,34.436,1900411_01/01/2007,-32.158,67.725,2007-01-01,Indian Ocean
1900412_01/01/2007,970.0,6.295,1027.063965,34.429,1900412_01/01/2007,-32.386,73.278,2007-01-01,Indian Ocean
1900451_01/01/2007,410.0,7.527,1026.920044,34.461,1900451_01/01/2007,-43.129,91.745,2007-01-01,Indian Ocean
2900354_01/01/2007,1149.2,4.819,1027.448975,34.688,2900354_01/01/2007,-15.752,90.976,2007-01-01,Indian Ocean
5901149_01/01/2007,439.2,2.217,1027.546997,34.492,5901149_01/01/2007,-52.028,116.418,2007-01-01,Indian Ocean
2900349_01/01/2007,992.2,6.757,1027.418945,34.957,2900349_01/01/2007,3.702,90.318,2007-01-01,Equatorial Region
5900995_01/01/2007,1449.3,2.017,1027.762939,34.741,5900995_01/01/2007,-55.863,124.622,2007-01-01,Indian Ocean
5901070_01/01/2007,9.2,12.384,1026.345947,34.782,5901070_01/01/2007,-42.417,89.088,2007-01-01,Indian Ocean
