ad_observation_id,depth,temperature,density,salinity,ao_observation_id,latitude,longitude,date,region
5904900_01/01/2016,714.0,7.79,1026.92,34.51,5904900_01/01/2016,-43.89,100.79,2016-01-01,Indian Ocean
7900328_01/01/2016,532.0,2.36,1027.55,34.51,7900328_01/01/2016,-52.95,94.81,2016-01-01,Indian Ocean
6901584_01/01/2016,2.1,18.7,1025.3,35.26,6901584_01/01/2016,-40.51,36.95,2016-01-01,Indian Ocean
2902100_01/01/2016,1.0,29.27,1021.87,34.86,2902100_01/01/2016,-4.5,60.55,2016-01-01,Equatorial Region
5902366_01/01/2016,146.0,14.64,1026.37,35.42,5902366_01/01/2016,-33.36,110.43,2016-01-01,Indian Ocean
1901127_01/01/2016,159.6,19.51,1025.26,35.49,1901127_01/01/2016,-37.9,20.98,2016-01-01,Indian Ocean
5904997_01/01/2016,686.0,2.5,1027.56,34.54,5904997_01/01/2016,-51.56,110.16,2016-01-01,Indian Ocean
5903949_01/01/2016,270.0,11.69,1026.43,34.72,5903949_01/01/2016,-10.06,101.55,2016-01-01,Indian Ocean
1901130_01/01/2016,1650.1,2.68,1027.58,34.59,1901130_01/01/2016,-42.68,131.48,2016-01-01,Indian Ocean
1901347_01/01/2016,4.4,26.4,1022.93,35.03,1901347_01/01/2016,-20.52,72.16,2016-01-01,Indian Ocean
5904998_01/01/2016,256.0,1.8,1027.52,34.42,5904998_01/01/2016,-55.15,110.01,2016-01-01,Indian Ocean
2902594_01/01/2016,1588.0,3.07,1027.55,34.58,2902594_01/01/2016,-30.74,97.62,2016-01-01,Indian Ocean
1901793_01/01/2016,136.0,22.66,1024.14,35.15,1901793_01/01/2016,-20.34,51.95,2016-01-01,Indian Ocean
2902595_01/01/2016,1.0,29.34,1022.11,35.22,2902595_01/01/2016,1.46,75.53,2016-01-01,Equatorial Region
2902107_01/01/2016,763.0,7.28,1027.23,34.81,2902107_01/01/2016,-5.77,66.3,2016-01-01,Equatorial Region
5902354_01/01/2016,88.0,16.57,1026.13,35.67,5902354_01/01/2016,-33.46,103.06,2016-01-01,Indian Ocean
5902353_01/01/2016,2003.8,2.56,1027.66,34.67,5902353_01/01/2016,-35.34,93.33,2016-01-01,Indian Ocean
2902581_01/01/2016,288.0,14.77,1026.38,35.47,2902581_01/01/2016,-29.55,94.54,2016-01-01,Indian Ocean
1901342_01/01/2016,3.9,26.8,1022.95,35.22,1901342_01/01/2016,-23.34,66.32,2016-01-01,Indian Ocean
2902609_01/01/2016,438.0,11.02,1026.88,35.14,2902609_01/01/2016,7.84,68.75,2016-01-01,Equatorial Region
5902367_01/01/2016,208.0,12.39,1026.62,35.13,5902367_01/01/2016,-33.78,109.33,2016-01-01,Indian Ocean
2901313_01/01/2016,72.0,26.39,1022.83,34.89,2901313_01/01/2016,-14.52,78.27,2016-01-01,Indian Ocean
5903258_01/01/2016,1652.0,2.95,1027.52,34.54,5903258_01/01/2016,-38.51,107.37,2016-01-01,Indian Ocean
5903612_01/01/2016,156.0,17.78,1025.76,35.57,5903612_01/01/2016,-31.63,37.05,2016-01-01,Indian Ocean
5903321_01/01/2016,39.0,13.57,1026.26,34.98,5903321_01/01/2016,-40.94,115.13,2016-01-01,Indian Ocean
5903936_01/01/2016,1899.9,2.49,1027.69,34.71,5903936_01/01/2016,-25.72,110.75,2016-01-01,Indian Ocean
2902390_01/01/2016,1814.0,3.65,1027.72,34.88,2902390_01/01/2016,13.52,60.34,2016-01-01,Arabian Sea
6901579_01/01/2016,72.6,4.08,1026.79,33.76,6901579_01/01/2016,-49.27,65.2,2016-01-01,Indian Ocean
6901578_01/01/2016,1000.7,3.04,1027.41,34.41,6901578_01/01/2016,-44.14,39.52,2016-01-01,Indian Ocean
1901346_01/01/2016,20.0,29.22,1022.3,35.42,1901346_01/01/2016,-0.58,69.18,2016-01-01,Equatorial Region
2902073_01/01/2016,1748.0,3.53,1027.68,34.81,2902073_01/01/2016,2.8,70.81,2016-01-01,Equatorial Region
2901301_01/01/2016,750.1,2.66,1027.48,34.46,2901301_01/01/2016,-53.5,132.08,2016-01-01,Indian Ocean
1901148_01/01/2016,60.0,13.13,1026.32,34.94,1901148_01/01/2016,-41.05,87.61,2016-01-01,Indian Ocean
1901165_01/01/2016,60.8,23.44,1024.04,35.3,1901165_01/01/2016,-2.74,64.13,2016-01-01,Equatorial Region
1901552_01/01/2016,5.5,8.19,1026.63,34.22,1901552_01/01/2016,-50.1,121.4,2016-01-01,Indian Ocean
2901306_01/01/2016,600.2,2.97,1027.36,34.34,2901306_01/01/2016,-55.14,130.83,2016-01-01,Indian Ocean
6901581_01/01/2016,865.1,2.77,1027.44,34.42,6901581_01/01/2016,-51.0,95.5,2016-01-01,Indian Ocean
1901062_01/01/2016,189.2,12.42,1026.61,35.14,1901062_01/01/2016,-36.71,79.95,2016-01-01,Indian Ocean
5903953_01/01/2016,375.1,12.8,1026.6,35.22,5903953_01/01/2016,-37.5,63.81,2016-01-01,Indian Ocean
6901583_01/01/2016,100.6,4.87,1026.71,33.77,6901583_01/01/2016,-44.16,53.06,2016-01-01,Indian Ocean
5905011_01/01/2016,1995.4,2.46,1027.7,34.71,5905011_01/01/2016,-20.51,110.91,2016-01-01,Indian Ocean
5904902_01/01/2016,1620.0,2.86,1027.63,34.67,5904902_01/01/2016,-26.0,99.74,2016-01-01,Indian Ocean
5901308_01/01/2016,279.3,18.44,1025.73,35.74,5901308_01/01/2016,-23.34,74.56,2016-01-01,Indian Ocean
2902164_01/01/2016,204.0,0.91,1027.31,34.09,2902164_01/01/2016,-52.85,41.82,2016-01-01,Indian Ocean
5901485_01/01/2016,6.1,13.55,1026.24,34.94,5901485_01/01/2016,-41.83,94.29,2016-01-01,Indian Ocean
5900706_01/01/2016,39.7,17.06,1025.85,35.47,5900706_01/01/2016,-36.99,55.79,2016-01-01,Indian Ocean
6900896_01/01/2016,1487.0,2.31,1027.72,34.72,6900896_01/01/2016,-51.78,121.34,2016-01-01,Indian Ocean
6900900_01/01/2016,1113.0,3.04,1027.42,34.43,6900900_01/01/2016,-46.94,30.57,2016-01-01,Indian Ocean
1901126_01/01/2016,1984.9,2.56,1027.7,34.72,1901126_01/01/2016,-29.88,49.71,2016-01-01,Indian Ocean
2902393_01/01/2016,250.0,12.62,1026.61,35.18,2902393_01/01/2016,7.71,65.9,2016-01-01,Equatorial Region
1901315_01/01/2016,80.5,6.41,1026.64,33.91,1901315_01/01/2016,-47.75,24.4,2016-01-01,Indian Ocean
7900398_01/01/2016,82.0,-1.78,1027.57,34.25,7900398_01/01/2016,-66.36,118.38,2016-01-01,Indian Ocean
5904924_01/01/2016,206.0,20.19,1025.19,35.64,5904924_01/01/2016,-16.02,80.91,2016-01-01,Indian Ocean
2902122_01/01/2016,1287.9,6.89,1027.55,35.15,2902122_01/01/2016,15.05,66.69,2016-01-01,Arabian Sea
1901190_01/01/2016,1864.0,2.7,1027.61,34.63,1901190_01/01/2016,-37.37,67.09,2016-01-01,Indian Ocean
5903921_01/01/2016,670.0,8.05,1026.9,34.54,5903921_01/01/2016,-24.27,107.54,2016-01-01,Indian Ocean
1901182_01/01/2016,1989.0,1.49,1027.81,34.75,1901182_01/01/2016,-54.98,64.86,2016-01-01,Indian Ocean
5903681_01/01/2016,1799.8,2.61,1027.65,34.66,5903681_01/01/2016,-28.36,64.55,2016-01-01,Indian Ocean
6900927_01/01/2016,6.0,3.23,1026.94,33.85,6900927_01/01/2016,-55.52,121.66,2016-01-01,Indian Ocean
5904923_01/01/2016,68.0,23.12,1024.15,35.33,5904923_01/01/2016,-21.08,75.24,2016-01-01,Indian Ocean
1901318_01/01/2016,1979.3,2.31,1027.73,34.73,1901318_01/01/2016,-41.79,50.41,2016-01-01,Indian Ocean
6901574_01/01/2016,2.4,3.52,1026.92,33.85,6901574_01/01/2016,-50.65,67.26,2016-01-01,Indian Ocean
1901335_01/01/2016,1148.0,4.72,1027.43,34.65,1901335_01/01/2016,-17.31,54.31,2016-01-01,Indian Ocean
5902344_01/01/2016,1753.9,2.51,1027.65,34.65,5902344_01/01/2016,-34.31,124.81,2016-01-01,Indian Ocean
5904599_01/01/2016,742.0,2.66,1027.52,34.5,5904599_01/01/2016,-53.52,139.72,2016-01-01,Indian Ocean
2901415_01/01/2016,1199.6,7.79,1027.54,35.3,2901415_01/01/2016,22.21,63.57,2016-01-01,Arabian Sea
2901342_01/01/2016,329.8,13.08,1026.57,35.25,2901342_01/01/2016,-36.13,58.12,2016-01-01,Indian Ocean
5903908_01/01/2016,1058.0,5.33,1027.46,34.78,5903908_01/01/2016,-4.95,103.2,2016-01-01,Equatorial Region
5904465_01/01/2016,1137.9,4.12,1027.34,34.46,5904465_01/01/2016,-26.18,78.84,2016-01-01,Indian Ocean
1901418_01/01/2016,1422.0,2.1,1027.75,34.73,1901418_01/01/2016,-54.5,118.98,2016-01-01,Indian Ocean
2901513_01/01/2016,279.5,12.03,1026.65,35.08,2901513_01/01/2016,3.2,75.4,2016-01-01,Equatorial Region
2901315_01/01/2016,1198.5,4.84,1027.45,34.7,2901315_01/01/2016,-14.24,82.86,2016-01-01,Indian Ocean
6901661_01/01/2016,263.0,4.85,1022.38,28.29,6901661_01/01/2016,-48.35,23.52,2016-01-01,Indian Ocean
6901688_01/01/2016,112.3,5.04,1026.79,33.89,6901688_01/01/2016,-47.15,41.65,2016-01-01,Indian Ocean
1901348_01/01/2016,226.0,16.51,1026.14,35.66,1901348_01/01/2016,-20.57,77.87,2016-01-01,Indian Ocean
5904885_01/01/2016,362.0,2.61,1027.35,34.29,5904885_01/01/2016,-56.05,139.99,2016-01-01,Indian Ocean
6901004_01/01/2016,26.7,10.76,1026.47,34.55,6901004_01/01/2016,-46.55,116.96,2016-01-01,Indian Ocean
5903811_01/01/2016,441.0,9.13,1026.82,34.65,5903811_01/01/2016,-45.12,137.61,2016-01-01,Indian Ocean
2901319_01/01/2016,347.3,11.04,1026.71,34.92,2901319_01/01/2016,-7.52,81.6,2016-01-01,Equatorial Region
2902184_01/01/2016,120.3,21.93,1024.33,35.12,2902184_01/01/2016,-10.17,77.3,2016-01-01,Indian Ocean
1900966_01/01/2016,1776.0,2.61,1027.63,34.64,1900966_01/01/2016,-44.79,84.18,2016-01-01,Indian Ocean
5905012_02/01/2016,398.0,9.8,1026.78,34.74,5905012_02/01/2016,-18.52,111.07,2016-01-02,Indian Ocean
2902395_02/01/2016,1018.0,7.04,1027.44,35.03,2902395_02/01/2016,6.41,66.63,2016-01-02,Equatorial Region
1901496_02/01/2016,85.0,5.82,1026.66,33.84,1901496_02/01/2016,-46.96,38.44,2016-01-02,Indian Ocean
5904903_02/01/2016,1682.0,2.94,1027.61,34.65,5904903_02/01/2016,-25.69,97.64,2016-01-02,Indian Ocean
6901573_02/01/2016,205.4,22.35,1028.43,40.66,6901573_02/01/2016,27.15,34.29,2016-01-02,Indian Ocean
6901558_02/01/2016,1888.0,2.98,1027.71,34.78,6901558_02/01/2016,15.58,88.06,2016-01-02,Bay of Bengal
6901560_02/01/2016,16.0,27.13,1018.92,30.01,6901560_02/01/2016,18.63,92.11,2016-01-02,Bay of Bengal
5903312_02/01/2016,5.5,14.08,1026.08,34.89,5903312_02/01/2016,-41.2,94.41,2016-01-02,Indian Ocean
1901343_02/01/2016,1976.0,2.37,1027.69,34.69,1901343_02/01/2016,-28.9,72.7,2016-01-02,Indian Ocean
6900928_02/01/2016,1413.0,2.03,1027.76,34.73,6900928_02/01/2016,-57.51,131.2,2016-01-02,Indian Ocean
6900933_02/01/2016,6.0,5.68,1026.7,33.87,6900933_02/01/2016,-50.3,88.81,2016-01-02,Indian Ocean
1901792_02/01/2016,1594.0,3.2,1027.62,34.69,1901792_02/01/2016,-18.12,64.69,2016-01-02,Indian Ocean
1901181_02/01/2016,1688.0,2.4,1027.72,34.73,1901181_02/01/2016,-47.74,36.39,2016-01-02,Indian Ocean
1901316_02/01/2016,3.8,9.29,1026.15,33.83,1901316_02/01/2016,-44.3,38.12,2016-01-02,Indian Ocean
2901456_02/01/2016,349.5,12.69,1026.79,35.43,2901456_02/01/2016,3.69,48.7,2016-01-02,Equatorial Region
