ad_observation_id,depth,temperature,density,salinity,ao_observation_id,latitude,longitude,date,region
1900510_04/01/2008,4.6,19.963,1025.126953,35.464,1900510_04/01/2008,-39.249,23.858,2008-01-04,Indian Ocean
1900344_04/01/2008,1299.4,1.701,1027.786987,34.741,1900344_04/01/2008,-53.577,89.06,2008-01-04,Indian Ocean
2900560_04/01/2008,1599.4,3.663,1027.69104,34.837,2900560_04/01/2008,0.728,83.156,2008-01-04,Equatorial Region
2900463_04/01/2008,1198.9,4.958,1027.515991,34.793,2900463_04/01/2008,-8.49,57.253,2008-01-04,Equatorial Region
1900420_04/01/2008,1537.0,3.446,1026.588013,33.426,1900420_04/01/2008,-41.774,68.093,2008-01-04,Indian Ocean
2900462_04/01/2008,699.4,7.852,1026.974976,34.591,2900462_04/01/2008,-17.594,66.056,2008-01-04,Indian Ocean
2900559_04/01/2008,1948.8,3.023,1027.725952,34.803,2900559_04/01/2008,2.602,63.657,2008-01-04,Equatorial Region
2900558_04/01/2008,99.3,23.706,1024.56604,36.104,2900558_04/01/2008,13.219,59.631,2008-01-04,Indian Ocean
2900497_04/01/2008,309.1,11.583,1026.69104,35.029,2900497_04/01/2008,-11.722,65.653,2008-01-04,Indian Ocean
2900398_04/01/2008,199.2,13.161,1026.521973,35.208,2900398_04/01/2008,5.027,63.003,2008-01-04,Equatorial Region
2900783_04/01/2008,1999.3,2.72,1030.967041,38.821,2900783_04/01/2008,11.657,85.066,2008-01-04,Bay of Bengal
5901306_04/01/2008,1999.0,2.533,1027.659058,34.665,5901306_04/01/2008,-37.654,86.966,2008-01-04,Indian Ocean
5901097_04/01/2008,198.9,12.935,1026.505981,35.128,5901097_04/01/2008,-36.708,123.578,2008-01-04,Indian Ocean
