ad_observation_id,depth,temperature,density,salinity,ao_observation_id,latitude,longitude,date,region
1900410_01/01/2013,280.1,11.568,1026.678955,35.01,1900410_01/01/2013,-43.645,80.902,2013-01-01,Indian Ocean
5903679_01/01/2013,868.0,6.695,1027.015015,34.434,5903679_01/01/2013,-44.825,135.389,2013-01-01,Indian Ocean
2901344_01/01/2013,1899.8,2.54,1027.666016,34.674,2901344_01/01/2013,-40.172,84.903,2013-01-01,Indian Ocean
5903909_01/01/2013,2000.6,2.447,1027.725952,34.739,5903909_01/01/2013,-14.24,98.378,2013-01-01,Indian Ocean
1901433_01/01/2013,5.5,6.664,1026.639038,33.952,1901433_01/01/2013,-51.523,136.006,2013-01-01,Indian Ocean
1901423_01/01/2013,1422.0,3.86,1027.386963,34.48,1901423_01/01/2013,-37.081,27.406,2013-01-01,Indian Ocean
1901422_01/01/2013,99.0,19.016,1025.452026,35.568,1901422_01/01/2013,-27.66,47.905,2013-01-01,Indian Ocean
5900722_01/01/2013,1901.2,0.727,1027.81604,34.693,5900722_01/01/2013,-52.903,26.979,2013-01-01,Indian Ocean
5901683_01/01/2013,1449.3,3.63,1027.557007,34.665,5901683_01/01/2013,-19.861,98.755,2013-01-01,Indian Ocean
5901697_01/01/2013,139.6,11.036,1026.704956,34.917,5901697_01/01/2013,-40.285,99.043,2013-01-01,Indian Ocean
1900786_01/01/2013,100.0,8.086,1026.785034,34.394,1900786_01/01/2013,-47.89,113.368,2013-01-01,Indian Ocean
1901397_01/01/2013,950.2,5.514,1027.151978,34.417,1901397_01/01/2013,-24.141,76.75,2013-01-01,Indian Ocean
5903949_01/01/2013,780.0,5.931,1027.256958,34.615,5903949_01/01/2013,-11.89,115.78,2013-01-01,Indian Ocean
5901242_01/01/2013,1422.0,3.098,1027.546997,34.588,5901242_01/01/2013,-31.082,114.209,2013-01-01,Indian Ocean
5901314_01/01/2013,86.0,22.496,1024.342041,35.346,5901314_01/01/2013,-17.654,71.381,2013-01-01,Indian Ocean
6900902_01/01/2013,913.0,9.745,1027.383057,35.495,6900902_01/01/2013,22.436,66.757,2013-01-01,Arabian Sea
5900038_01/01/2013,1999.7,2.427,1027.754028,34.772,5900038_01/01/2013,-32.242,105.672,2013-01-01,Indian Ocean
5901241_01/01/2013,936.0,6.564,1027.024048,34.424,5901241_01/01/2013,-37.948,103.58,2013-01-01,Indian Ocean
1901149_01/01/2013,1466.0,2.878,1027.529053,34.54,1901149_01/01/2013,-45.517,78.124,2013-01-01,Indian Ocean
2901296_01/01/2013,1978.0,2.912,1027.720947,34.784,2901296_01/01/2013,1.834,87.571,2013-01-01,Equatorial Region
5901135_01/01/2013,1248.9,3.139,1027.484009,34.513,5901135_01/01/2013,-35.307,133.067,2013-01-01,Indian Ocean
5901159_01/01/2013,1149.5,4.258,1027.254028,34.365,5901159_01/01/2013,-42.116,97.396,2013-01-01,Indian Ocean
2901294_01/01/2013,814.0,7.773,1027.290039,34.977,2901294_01/01/2013,-0.309,92.826,2013-01-01,Equatorial Region
6900746_01/01/2013,80.9,4.956,1004.051025,5.127,6900746_01/01/2013,-33.059,40.071,2013-01-01,Indian Ocean
2901092_01/01/2013,5.9,28.75,1020.879028,33.308,2901092_01/01/2013,-5.283,101.843,2013-01-01,Equatorial Region
5901168_01/01/2013,59.3,23.544,1023.708984,34.91,5901168_01/01/2013,-21.311,110.553,2013-01-01,Indian Ocean
2901309_01/01/2013,84.0,23.285,1023.903992,35.067,2901309_01/01/2013,-16.315,76.676,2013-01-01,Indian Ocean
2901308_01/01/2013,747.9,6.579,1027.223022,34.678,2901308_01/01/2013,-14.886,80.519,2013-01-01,Indian Ocean
5903705_01/01/2013,89.6,28.096,1021.700989,34.116,5903705_01/01/2013,-13.98,92.233,2013-01-01,Indian Ocean
2902075_01/01/2013,0.0,28.61,1021.947021,34.669,2902075_01/01/2013,-1.461,86.725,2013-01-01,Equatorial Region
2901311_01/01/2013,110.0,20.702,1024.536011,34.948,2901311_01/01/2013,-11.041,72.758,2013-01-01,Indian Ocean
3900723_01/01/2013,1370.0,2.608,1027.640991,34.65,3900723_01/01/2013,-47.025,38.526,2013-01-01,Indian Ocean
5903921_01/01/2013,492.0,10.336,1026.750977,34.817,5903921_01/01/2013,-21.243,102.111,2013-01-01,Indian Ocean
5903238_01/01/2013,1786.0,2.713,1027.604004,34.615,5903238_01/01/2013,-38.62,111.491,2013-01-01,Indian Ocean
1901202_01/01/2013,1964.0,3.136,1027.75,34.846,1901202_01/01/2013,17.386,55.74,2013-01-01,Indian Ocean
1901321_01/01/2013,596.0,11.01,1026.713989,34.923,1901321_01/01/2013,-28.735,59.963,2013-01-01,Indian Ocean
2901623_01/01/2013,1112.0,6.189,1027.463989,34.918,2901623_01/01/2013,3.389,94.766,2013-01-01,Equatorial Region
5903316_01/01/2013,756.0,8.14,1026.892944,34.542,5903316_01/01/2013,-30.026,91.04,2013-01-01,Indian Ocean
5903408_01/01/2013,77.3,4.978,1026.760986,33.844,5903408_01/01/2013,-50.133,112.58,2013-01-01,Indian Ocean
5903308_01/01/2013,615.0,9.066,1026.832031,34.648,5903308_01/01/2013,-29.62,88.306,2013-01-01,Indian Ocean
5903745_01/01/2013,130.0,19.143,1024.869995,34.848,5903745_01/01/2013,12.291,88.71,2013-01-01,Bay of Bengal
5903307_01/01/2013,720.0,8.744,1026.86499,34.624,5903307_01/01/2013,-21.213,73.98,2013-01-01,Indian Ocean
2901431_01/01/2013,24.9,25.602,1024.008057,36.125,2901431_01/01/2013,22.191,61.819,2013-01-01,Arabian Sea
2901429_01/01/2013,1199.0,7.842,1027.597046,35.381,2901429_01/01/2013,13.889,50.881,2013-01-01,Indian Ocean
1900875_01/01/2013,10.4,13.03,1026.447998,35.078,1900875_01/01/2013,-41.424,75.867,2013-01-01,Indian Ocean
1901162_01/01/2013,27.6,27.807,1022.481018,35.028,1901162_01/01/2013,-17.401,57.507,2013-01-01,Indian Ocean
2901403_01/01/2013,1100.2,8.016,1027.520996,35.317,2901403_01/01/2013,24.664,59.484,2013-01-01,Indian Ocean
1901154_01/01/2013,1200.5,2.812,1027.543945,34.551,1901154_01/01/2013,-46.472,92.541,2013-01-01,Indian Ocean
5902254_01/01/2013,150.2,10.1,1026.713013,34.716,5902254_01/01/2013,-43.034,122.12,2013-01-01,Indian Ocean
1901153_01/01/2013,1991.7,2.923,1027.600952,34.635,1901153_01/01/2013,-38.654,49.689,2013-01-01,Indian Ocean
2901370_01/01/2013,119.4,19.868,1025.592041,36.041,2901370_01/01/2013,23.061,62.543,2013-01-01,Arabian Sea
1901150_02/01/2013,530.0,3.211,1027.17395,34.133,1901150_02/01/2013,-46.165,82.937,2013-01-02,Indian Ocean
2901303_02/01/2013,42.8,5.577,1026.625977,33.761,2901303_02/01/2013,-51.485,85.432,2013-01-02,Indian Ocean
5903744_02/01/2013,81.5,27.66,1021.736023,33.975,5903744_02/01/2013,18.056,89.502,2013-01-02,Bay of Bengal
1900859_02/01/2013,940.0,5.53,1027.100952,34.354,1900859_02/01/2013,-44.029,108.628,2013-01-02,Indian Ocean
2901846_02/01/2013,1368.0,4.991,1027.590942,34.892,2901846_02/01/2013,0.646,49.896,2013-01-02,Equatorial Region
5903746_02/01/2013,3.0,28.218,1021.14801,33.433,5903746_02/01/2013,12.128,88.747,2013-01-02,Bay of Bengal
5903745_02/01/2013,2.9,28.081,1021.234985,33.49,5903745_02/01/2013,12.507,88.697,2013-01-02,Bay of Bengal
2901444_02/01/2013,120.5,19.995,1025.589966,36.082,2901444_02/01/2013,23.065,61.023,2013-01-02,Arabian Sea
4901018_02/01/2013,1720.0,2.893,1027.55896,34.579,4901018_02/01/2013,-34.672,55.351,2013-01-02,Indian Ocean
5900045_02/01/2013,1699.6,3.385,1027.651978,34.754,5900045_02/01/2013,-15.747,68.242,2013-01-02,Indian Ocean
2901351_02/01/2013,1188.0,5.141,1025.890015,32.768,2901351_02/01/2013,-5.492,67.128,2013-01-02,Equatorial Region
2901624_02/01/2013,0.0,28.057,1021.117004,33.322,2901624_02/01/2013,9.909,88.909,2013-01-02,Bay of Bengal
6900851_02/01/2013,200.0,8.699,1026.797974,34.53,6900851_02/01/2013,-44.182,29.673,2013-01-02,Indian Ocean
2901299_02/01/2013,4.2,17.83,1025.744995,35.561,2901299_02/01/2013,-37.335,50.921,2013-01-02,Indian Ocean
2901428_02/01/2013,1199.7,7.136,1027.521973,35.155,2901428_02/01/2013,9.918,61.875,2013-01-02,Equatorial Region
2901427_02/01/2013,1198.9,7.735,1027.547974,35.298,2901427_02/01/2013,14.604,54.907,2013-01-02,Indian Ocean
2902070_02/01/2013,1088.0,5.152,1027.411011,34.689,2902070_02/01/2013,-14.037,83.307,2013-01-02,Indian Ocean
7900311_02/01/2013,434.0,2.289,1027.530029,34.478,7900311_02/01/2013,-56.043,109.87,2013-01-02,Indian Ocean
5903747_02/01/2013,184.0,16.38,1025.590942,34.909,5903747_02/01/2013,18.038,89.518,2013-01-02,Bay of Bengal
2901327_02/01/2013,1870.0,3.133,1027.708984,34.795,2901327_02/01/2013,15.705,87.868,2013-01-02,Bay of Bengal
2901888_02/01/2013,700.3,10.359,1027.198975,35.395,2901888_02/01/2013,10.367,63.23,2013-01-02,Arabian Sea
2901324_02/01/2013,0.0,28.261,1022.221008,34.88,2901324_02/01/2013,-10.495,62.408,2013-01-02,Indian Ocean
2901849_02/01/2013,160.5,16.227,1025.904053,35.27,2901849_02/01/2013,7.106,64.057,2013-01-02,Equatorial Region
2901848_02/01/2013,1250.3,5.722,1027.560059,34.965,2901848_02/01/2013,4.02,62.782,2013-01-02,Equatorial Region
2901886_02/01/2013,169.5,14.466,1026.312988,35.291,2901886_02/01/2013,6.187,57.658,2013-01-02,Equatorial Region
1900857_02/01/2013,638.0,4.676,1027.166016,34.311,1900857_02/01/2013,-48.883,89.762,2013-01-02,Indian Ocean
2901887_02/01/2013,500.4,12.217,1026.963013,35.535,2901887_02/01/2013,8.348,50.452,2013-01-02,Equatorial Region
7900322_02/01/2013,146.0,-1.833,1027.583008,34.263,7900322_02/01/2013,-64.785,121.163,2013-01-02,Indian Ocean
5903858_02/01/2013,714.0,8.786,1026.840942,34.602,5903858_02/01/2013,-35.45,102.572,2013-01-02,Indian Ocean
1901146_02/01/2013,1436.0,3.018,1027.427002,34.428,1901146_02/01/2013,-48.542,130.762,2013-01-02,Indian Ocean
5903683_02/01/2013,425.4,10.94,1026.718018,34.911,5903683_02/01/2013,-26.048,96.123,2013-01-02,Indian Ocean
5903686_02/01/2013,289.8,9.98,1026.779053,34.773,5903686_02/01/2013,-42.725,110.237,2013-01-02,Indian Ocean
1900876_02/01/2013,99.9,1.926,1027.041016,33.831,1900876_02/01/2013,-53.237,70.462,2013-01-02,Indian Ocean
1901155_02/01/2013,160.1,5.469,1026.864014,34.046,1901155_02/01/2013,-46.397,102.114,2013-01-02,Indian Ocean
1901081_02/01/2013,749.0,8.837,1026.837036,34.608,1901081_02/01/2013,-37.037,99.394,2013-01-02,Indian Ocean
1901551_02/01/2013,27.0,16.344,1025.848022,35.232,1901551_02/01/2013,-41.387,27.096,2013-01-02,Indian Ocean
1901320_02/01/2013,1800.4,2.736,1027.630005,34.651,1901320_02/01/2013,-26.084,51.777,2013-01-02,Indian Ocean
5901564_02/01/2013,239.5,11.604,1026.584961,34.897,5901564_02/01/2013,-6.749,93.348,2013-01-02,Equatorial Region
1901184_02/01/2013,1263.0,1.165,1027.812988,34.725,1901184_02/01/2013,-56.152,41.522,2013-01-02,Indian Ocean
5901584_02/01/2013,19.4,29.092,1021.452026,34.222,5901584_02/01/2013,-6.23,97.498,2013-01-02,Equatorial Region
1900680_02/01/2013,28.6,14.697,1026.083008,35.057,1900680_02/01/2013,-38.944,99.055,2013-01-02,Indian Ocean
1900969_02/01/2013,5.5,22.104,1024.718994,35.696,1900969_02/01/2013,-33.534,45.068,2013-01-02,Indian Ocean
1900681_02/01/2013,169.6,18.831,1025.503052,35.572,1900681_02/01/2013,-28.812,49.669,2013-01-02,Indian Ocean
5903687_02/01/2013,180.2,13.057,1026.589966,35.268,5903687_02/01/2013,-35.366,99.807,2013-01-02,Indian Ocean
5901630_02/01/2013,1899.4,2.654,1027.725952,34.761,5901630_02/01/2013,-8.849,84.005,2013-01-02,Equatorial Region
5903679_02/01/2013,78.0,10.719,1026.546997,34.641,5903679_02/01/2013,-44.825,135.389,2013-01-02,Indian Ocean
1901421_02/01/2013,5.5,25.864,1023.469971,35.52,1901421_02/01/2013,-30.067,33.795,2013-01-02,Indian Ocean
1901389_02/01/2013,18.9,24.689,1023.687988,35.331,1901389_02/01/2013,-25.342,89.091,2013-01-02,Indian Ocean
1901329_02/01/2013,1124.0,2.553,1027.605957,34.6,1901329_02/01/2013,-46.575,99.655,2013-01-02,Indian Ocean
1901070_02/01/2013,3051.7,12.319,1025.735962,33.979,1901070_02/01/2013,-27.413,84.121,2013-01-02,Indian Ocean
1901441_02/01/2013,544.1,9.137,1027.062012,34.956,1901441_02/01/2013,-1.417,86.867,2013-01-02,Equatorial Region
1901509_02/01/2013,4.6,29.083,1022.515015,35.635,1901509_02/01/2013,-3.853,53.351,2013-01-02,Equatorial Region
1901425_02/01/2013,447.0,13.6,1026.501953,35.298,1901425_02/01/2013,-32.569,29.995,2013-01-02,Indian Ocean
1901424_02/01/2013,9.0,18.972,1025.46106,35.564,1901424_02/01/2013,-34.623,54.271,2013-01-02,Indian Ocean
1901436_02/01/2013,696.0,8.596,1026.849976,34.576,1901436_02/01/2013,-43.409,115.424,2013-01-02,Indian Ocean
1901435_02/01/2013,5.5,6.848,1026.512939,33.824,1901435_02/01/2013,-49.702,110.475,2013-01-02,Indian Ocean
1901163_02/01/2013,10.4,28.225,1022.452026,35.172,1901163_02/01/2013,-8.818,51.148,2013-01-02,Equatorial Region
2901260_02/01/2013,1005.9,5.823,1027.415039,34.797,2901260_02/01/2013,-5.35,66.178,2013-01-02,Equatorial Region
2901102_02/01/2013,90.6,21.716,1024.855957,35.733,2901102_02/01/2013,7.107,53.255,2013-01-02,Equatorial Region
2901101_02/01/2013,2891.4,6.768,1027.588989,35.175,2901101_02/01/2013,11.208,53.371,2013-01-02,Indian Ocean
5901160_02/01/2013,149.0,18.089,1025.89502,35.841,5901160_02/01/2013,-24.515,88.698,2013-01-02,Indian Ocean
5903439_02/01/2013,1900.3,1.962,1027.77002,34.745,5903439_02/01/2013,-50.454,108.798,2013-01-02,Indian Ocean
5903918_02/01/2013,320.4,12.844,1026.511963,35.113,5903918_02/01/2013,-16.201,102.52,2013-01-02,Indian Ocean
1901116_02/01/2013,949.5,4.07,1027.370972,34.487,1901116_02/01/2013,-41.753,41.503,2013-01-02,Indian Ocean
5903320_02/01/2013,1776.0,2.776,1027.531982,34.532,5903320_02/01/2013,-47.796,129.329,2013-01-02,Indian Ocean
5901169_02/01/2013,209.4,19.67,1025.312012,35.606,5901169_02/01/2013,-21.393,96.562,2013-01-02,Indian Ocean
5901170_02/01/2013,4.9,27.866,1022.026001,34.449,5901170_02/01/2013,-17.065,104.352,2013-01-02,Indian Ocean
5901256_02/01/2013,996.0,5.124,1027.206055,34.426,5901256_02/01/2013,-24.699,72.801,2013-01-02,Indian Ocean
6900726_02/01/2013,1938.0,3.292,1027.73999,34.852,6900726_02/01/2013,17.154,68.734,2013-01-02,Arabian Sea
6900740_02/01/2013,99.6,10.667,1026.671021,34.788,6900740_02/01/2013,-44.952,110.788,2013-01-02,Indian Ocean
2900880_02/01/2013,0.0,59.798,1001.971008,25.326,2900880_02/01/2013,-0.239,68.256,2013-01-02,Equatorial Region
6900717_02/01/2013,96.0,11.616,1026.656982,34.993,6900717_02/01/2013,-41.888,36.862,2013-01-02,Indian Ocean
2901095_02/01/2013,299.5,12.506,1026.64502,35.198,2901095_02/01/2013,6.942,70.818,2013-01-02,Equatorial Region
2901099_02/01/2013,700.6,8.875,1027.199951,35.079,2901099_02/01/2013,2.137,62.732,2013-01-02,Equatorial Region
5903309_02/01/2013,27.0,26.108,1023.177002,35.232,5903309_02/01/2013,-23.101,70.093,2013-01-02,Indian Ocean
2901288_02/01/2013,1399.6,4.874,1027.593018,34.878,2901288_02/01/2013,13.866,85.242,2013-01-02,Bay of Bengal
1901133_02/01/2013,159.5,5.79,1026.828003,34.049,1901133_02/01/2013,-49.781,135.847,2013-01-02,Indian Ocean
5903318_02/01/2013,87.0,11.2,1026.540039,34.744,5903318_02/01/2013,-43.194,130.206,2013-01-02,Indian Ocean
5903319_02/01/2013,171.0,10.868,1026.666016,34.828,5903319_02/01/2013,-42.583,118.376,2013-01-02,Indian Ocean
5903626_03/01/2013,1498.0,2.912,1027.515015,34.526,5903626_03/01/2013,-36.728,123.44,2013-01-03,Indian Ocean
5903730_03/01/2013,156.0,16.191,1026.108032,35.525,5903730_03/01/2013,-33.317,43.764,2013-01-03,Indian Ocean
2901847_03/01/2013,1086.0,6.89,1027.459961,35.032,2901847_03/01/2013,2.765,65.308,2013-01-03,Equatorial Region
5902251_03/01/2013,79.8,10.325,1026.628052,34.656,5902251_03/01/2013,-45.111,124.201,2013-01-03,Indian Ocean
1900811_03/01/2013,231.0,15.014,1026.317993,35.452,1900811_03/01/2013,-27.025,48.222,2013-01-03,Indian Ocean
1901117_03/01/2013,160.6,19.557,1025.425049,35.715,1901117_03/01/2013,-26.178,69.659,2013-01-03,Indian Ocean
1901134_03/01/2013,650.3,8.976,1026.833008,34.631,1901134_03/01/2013,-36.607,99.414,2013-01-03,Indian Ocean
1900804_03/01/2013,123.0,0.066,1027.224976,33.912,1900804_03/01/2013,-59.594,133.697,2013-01-03,Indian Ocean
5900841_03/01/2013,119.1,12.844,1026.504028,35.102,5900841_03/01/2013,-37.552,122.919,2013-01-03,Indian Ocean
2902084_03/01/2013,913.0,7.239,1027.345947,34.95,2902084_03/01/2013,12.169,88.37,2013-01-03,Bay of Bengal
2902086_03/01/2013,92.7,22.954,1023.760986,34.753,2902086_03/01/2013,12.279,88.662,2013-01-03,Bay of Bengal
2902076_03/01/2013,196.0,13.301,1026.284058,34.937,2902076_03/01/2013,-3.151,77.152,2013-01-03,Equatorial Region
2901890_03/01/2013,1699.8,4.1,1027.682007,34.882,2901890_03/01/2013,8.422,55.231,2013-01-03,Equatorial Region
5901316_03/01/2013,632.0,9.491,1026.812012,34.711,5901316_03/01/2013,-21.163,70.628,2013-01-03,Indian Ocean
3900720_03/01/2013,1536.0,3.018,1027.5,34.52,3900720_03/01/2013,-41.801,74.81,2013-01-03,Indian Ocean
1900856_03/01/2013,738.0,2.665,1027.43396,34.398,1900856_03/01/2013,-52.2,126.696,2013-01-03,Indian Ocean
5901495_03/01/2013,70.0,0.769,1027.172974,33.897,5901495_03/01/2013,-55.03,82.022,2013-01-03,Indian Ocean
5903695_03/01/2013,708.0,7.114,1027.149048,34.678,5903695_03/01/2013,-14.121,89.656,2013-01-03,Indian Ocean
5901497_03/01/2013,360.0,1.964,1027.688965,34.643,5901497_03/01/2013,-59.53,99.872,2013-01-03,Indian Ocean
5901480_03/01/2013,1199.6,4.765,1027.180054,34.341,5901480_03/01/2013,-40.787,59.139,2013-01-03,Indian Ocean
6900747_03/01/2013,50.1,8.86,1026.363037,34.007,6900747_03/01/2013,-43.487,39.452,2013-01-03,Indian Ocean
5900350_03/01/2013,549.4,8.787,1026.844971,34.608,5900350_03/01/2013,-38.61,129.501,2013-01-03,Indian Ocean
5901249_03/01/2013,45.0,18.448,1025.69104,35.692,5901249_03/01/2013,-31.872,73.218,2013-01-03,Indian Ocean
5901498_03/01/2013,5.7,6.123,1026.609985,33.826,5901498_03/01/2013,-49.778,87.172,2013-01-03,Indian Ocean
5903950_03/01/2013,1760.0,2.856,1027.66394,34.706,5903950_03/01/2013,-16.193,116.727,2013-01-03,Indian Ocean
2901851_03/01/2013,949.9,9.041,1027.418945,35.392,2901851_03/01/2013,14.805,64.981,2013-01-03,Arabian Sea
2901850_03/01/2013,5.0,28.091,1023.471985,36.469,2901850_03/01/2013,10.646,65.531,2013-01-03,Arabian Sea
2901889_03/01/2013,600.0,10.093,1027.11499,35.229,2901889_03/01/2013,7.021,51.9,2013-01-03,Equatorial Region
2901261_03/01/2013,160.5,17.85,1025.536987,35.296,2901261_03/01/2013,-14.788,66.296,2013-01-03,Indian Ocean
7900325_03/01/2013,910.0,1.972,1027.741943,34.711,7900325_03/01/2013,-53.135,83.684,2013-01-03,Indian Ocean
5903925_03/01/2013,822.0,6.833,1026.999023,34.438,5903925_03/01/2013,-43.847,137.79,2013-01-03,Indian Ocean
2901350_03/01/2013,1799.8,2.177,1027.73999,34.729,2901350_03/01/2013,-50.125,84.659,2013-01-03,Indian Ocean
5903745_03/01/2013,128.0,19.649,1024.769043,34.887,5903745_03/01/2013,12.733,88.783,2013-01-03,Bay of Bengal
2901310_03/01/2013,125.0,22.94,1023.906006,34.939,2901310_03/01/2013,-17.008,74.551,2013-01-03,Indian Ocean
5903747_03/01/2013,60.0,28.091,1021.356995,33.656,5903747_03/01/2013,18.057,89.504,2013-01-03,Bay of Bengal
2901322_03/01/2013,0.0,28.411,1022.08197,34.761,2901322_03/01/2013,-12.658,60.62,2013-01-03,Indian Ocean
1901157_03/01/2013,189.9,1.194,1027.380005,34.188,1901157_03/01/2013,-53.557,101.762,2013-01-03,Indian Ocean
2901090_03/01/2013,1100.1,6.373,1027.453979,34.936,2901090_03/01/2013,3.345,94.703,2013-01-03,Equatorial Region
2901289_03/01/2013,4.1,27.178,1021.484985,33.435,2901289_03/01/2013,14.603,86.913,2013-01-03,Bay of Bengal
1901432_03/01/2013,1116.0,4.98,1027.166992,34.356,1901432_03/01/2013,-36.351,67.392,2013-01-03,Indian Ocean
1901410_03/01/2013,999.7,6.255,1027.067017,34.426,1901410_03/01/2013,-30.176,77.927,2013-01-03,Indian Ocean
1900926_03/01/2013,663.0,6.761,1027.008057,34.437,1900926_03/01/2013,-44.596,89.41,2013-01-03,Indian Ocean
2901292_03/01/2013,35.2,29.071,1020.393982,32.803,2901292_03/01/2013,17.327,93.302,2013-01-03,Bay of Bengal
2901445_03/01/2013,375.0,15.868,1026.765991,36.283,2901445_03/01/2013,25.157,58.72,2013-01-03,Indian Ocean
2901447_03/01/2013,5.5,24.759,1024.626953,36.601,2901447_03/01/2013,24.339,57.514,2013-01-03,Indian Ocean
2901443_03/01/2013,400.1,12.552,1026.920044,35.564,2901443_03/01/2013,10.426,52.572,2013-01-03,Indian Ocean
1901552_03/01/2013,261.0,4.644,1026.939941,34.022,1901552_03/01/2013,-47.544,39.587,2013-01-03,Indian Ocean
1901512_03/01/2013,17.4,28.508,1022.611023,35.507,1901512_03/01/2013,-3.63,43.814,2013-01-03,Equatorial Region
2901509_03/01/2013,200.3,18.039,1025.994019,35.954,2901509_03/01/2013,17.429,57.066,2013-01-03,Indian Ocean
1900941_03/01/2013,1699.4,1.4,1027.79895,34.728,1900941_03/01/2013,-52.79,41.17,2013-01-03,Indian Ocean
1901375_03/01/2013,6.0,19.56,1025.395996,35.678,1901375_03/01/2013,-34.437,61.039,2013-01-03,Indian Ocean
1900939_03/01/2013,299.5,1.598,1027.665039,34.579,1900939_03/01/2013,-52.01,26.089,2013-01-03,Indian Ocean
1901400_03/01/2013,700.0,10.626,1026.703979,34.821,1901400_03/01/2013,-36.641,67.423,2013-01-03,Indian Ocean
1901395_03/01/2013,1849.5,2.886,1027.682983,34.734,1901395_03/01/2013,-21.541,72.317,2013-01-03,Indian Ocean
5903744_03/01/2013,161.7,17.693,1025.23999,34.859,5903744_03/01/2013,18.085,89.552,2013-01-03,Bay of Bengal
2901373_03/01/2013,42.1,24.734,1024.58606,36.537,2901373_03/01/2013,19.583,58.519,2013-01-03,Indian Ocean
2901398_03/01/2013,10.0,25.353,1024.32605,36.444,2901398_03/01/2013,20.723,62.314,2013-01-03,Arabian Sea
2901416_03/01/2013,35.5,24.077,1024.833984,36.603,2901416_03/01/2013,22.644,60.529,2013-01-03,Arabian Sea
2901412_03/01/2013,549.7,8.98,1027.046997,34.905,2901412_03/01/2013,-4.176,65.66,2013-01-03,Equatorial Region
2901413_03/01/2013,4.6,24.485,1024.761963,36.669,2901413_03/01/2013,24.643,58.813,2013-01-03,Indian Ocean
2901407_03/01/2013,99.9,18.314,1025.358032,35.212,2901407_03/01/2013,-4.832,67.108,2013-01-03,Equatorial Region
2901411_03/01/2013,4.1,24.059,1024.98999,36.802,2901411_03/01/2013,23.849,60.056,2013-01-03,Arabian Sea
2901265_03/01/2013,500.0,9.408,1026.876953,34.776,2901265_03/01/2013,-14.602,58.402,2013-01-03,Indian Ocean
1901322_04/01/2013,886.0,7.212,1027.0,34.505,1901322_04/01/2013,-25.468,63.111,2013-01-04,Indian Ocean
5903910_04/01/2013,1536.0,3.728,1027.610962,34.744,5903910_04/01/2013,-7.812,98.972,2013-01-04,Equatorial Region
5903240_04/01/2013,20.0,20.361,1025.133057,35.611,5903240_04/01/2013,-33.61,128.467,2013-01-04,Indian Ocean
5903246_04/01/2013,872.0,2.33,1027.661987,34.647,5903246_04/01/2013,-57.898,139.952,2013-01-04,Indian Ocean
5902266_04/01/2013,208.0,14.965,1026.19104,35.273,5902266_04/01/2013,9.5,66.991,2013-01-04,Equatorial Region
5902255_04/01/2013,1998.4,2.6,1027.678955,34.697,5902255_04/01/2013,-41.51,54.609,2013-01-04,Indian Ocean
