ad_observation_id,depth,temperature,density,salinity,ao_observation_id,latitude,longitude,date,region
5901238_12/09/2006,21.0,11.848,1026.531982,34.888,5901238_12/09/2006,-39.013,130.77,2006-09-12,Indian Ocean
5901233_13/09/2006,69.0,11.5,1026.541016,34.816,5901233_13/09/2006,-39.002,128.517,2006-09-13,Indian Ocean
5901240_14/09/2006,87.0,13.56,1026.515015,35.304,5901240_14/09/2006,-38.867,123.504,2006-09-14,Indian Ocean
5901242_22/09/2006,21.0,19.712,1025.18396,35.452,5901242_22/09/2006,-31.019,111.987,2006-09-22,Indian Ocean
5901243_23/09/2006,15.0,19.564,1025.415039,35.704,5901243_23/09/2006,-27.98,106.972,2006-09-23,Indian Ocean
5901244_24/09/2006,33.0,20.74,1025.026001,35.604,5901244_24/09/2006,-24.989,106.972,2006-09-24,Indian Ocean
5901247_28/09/2006,15.0,22.8,1024.005005,35.016,5901247_28/09/2006,-20.643,98.005,2006-09-28,Indian Ocean
1900691_03/10/2006,39.0,18.752,1025.678955,35.776,1900691_03/10/2006,-26.997,75.011,2006-10-03,Indian Ocean
1900692_05/10/2006,63.0,18.828,1025.579956,35.672,1900692_05/10/2006,-26.938,70.036,2006-10-05,Indian Ocean
1900693_06/10/2006,15.0,20.904,1025.015015,35.648,1900693_06/10/2006,-25.026,64.988,2006-10-06,Indian Ocean
1900694_13/10/2006,81.0,21.804,1024.547974,35.36,1900694_13/10/2006,-24.495,59.324,2006-10-13,Indian Ocean
1900697_17/10/2006,99.0,15.06,1026.293945,35.434,1900697_17/10/2006,-33.017,70.974,2006-10-17,Indian Ocean
1900698_18/10/2006,45.0,14.174,1026.314941,35.212,1900698_18/10/2006,-33.011,76.751,2006-10-18,Indian Ocean
1900699_19/10/2006,99.0,13.472,1026.442993,35.188,1900699_19/10/2006,-35.688,73.673,2006-10-19,Indian Ocean
1900700_20/10/2006,63.0,12.668,1026.583984,35.16,1900700_20/10/2006,-38.658,72.659,2006-10-20,Indian Ocean
1900701_22/10/2006,51.0,9.428,1026.688965,34.54,1900701_22/10/2006,-43.004,75.949,2006-10-22,Indian Ocean
5901255_25/10/2006,63.0,14.376,1026.407959,35.388,5901255_25/10/2006,-35.006,85.0,2006-10-25,Indian Ocean
5901254_25/10/2006,117.0,13.044,1026.532959,35.192,5901254_25/10/2006,-37.008,84.491,2006-10-25,Indian Ocean
5901256_26/10/2006,93.0,13.768,1026.427979,35.248,5901256_26/10/2006,-34.999,86.009,2006-10-26,Indian Ocean
5901259_28/10/2006,39.0,13.728,1026.437012,35.248,5901259_28/10/2006,-35.003,98.01,2006-10-28,Indian Ocean
5901260_30/10/2006,51.0,11.504,1026.552979,34.832,5901260_30/10/2006,-38.795,108.009,2006-10-30,Indian Ocean
5901261_31/10/2006,105.0,9.892,1026.702026,34.656,5901261_31/10/2006,-40.693,113.018,2006-10-31,Indian Ocean
5901263_02/11/2006,75.0,9.364,1026.720947,34.568,5901263_02/11/2006,-44.401,122.996,2006-11-02,Indian Ocean
5901264_03/11/2006,5.5,9.792,1026.687988,34.616,5901264_03/11/2006,-44.575,128.025,2006-11-03,Indian Ocean
5901265_04/11/2006,9.0,9.432,1026.712036,34.57,5901265_04/11/2006,-44.683,132.008,2006-11-04,Indian Ocean
5901266_05/11/2006,99.0,9.288,1026.73999,34.576,5901266_05/11/2006,-44.8,135.994,2006-11-05,Indian Ocean
1900804_18/11/2008,63.0,3.592,1026.860962,33.786,1900804_18/11/2008,-46.197,66.615,2008-11-18,Indian Ocean
1900805_19/11/2008,81.0,5.976,1026.608032,33.8,1900805_19/11/2008,-45.708,66.248,2008-11-19,Indian Ocean
1900806_20/11/2008,111.0,5.952,1026.604004,33.792,1900806_20/11/2008,-45.468,65.924,2008-11-20,Indian Ocean
1900807_21/11/2008,33.0,7.128,1026.437012,33.776,1900807_21/11/2008,-44.736,65.325,2008-11-21,Indian Ocean
1900809_23/11/2008,99.0,5.66,1026.707031,33.876,1900809_23/11/2008,-44.165,66.431,2008-11-23,Indian Ocean
1900810_23/11/2008,123.0,4.472,1026.762939,33.776,1900810_23/11/2008,-44.008,67.411,2008-11-23,Indian Ocean
1900811_24/11/2008,81.0,11.286,1026.573975,34.808,1900811_24/11/2008,-43.924,68.504,2008-11-24,Indian Ocean
1900812_25/11/2008,99.0,11.7,1026.458008,34.758,1900812_25/11/2008,-43.694,70.977,2008-11-25,Indian Ocean
1900813_26/11/2008,81.0,10.73,1026.525024,34.616,1900813_26/11/2008,-43.931,71.759,2008-11-26,Indian Ocean
5901583_01/01/2009,39.3,28.188,1022.414001,35.105,5901583_01/01/2009,-3.778,90.705,2009-01-01,Equatorial Region
5901315_01/01/2009,110.6,20.641,1025.161987,35.748,5901315_01/01/2009,-23.606,82.244,2009-01-01,Indian Ocean
5901153_01/01/2009,24.3,5.104,1026.761963,33.863,5901153_01/01/2009,-54.212,134.092,2009-01-01,Indian Ocean
2900768_01/01/2009,999.3,6.738,1027.404053,34.935,2900768_01/01/2009,12.215,86.557,2009-01-01,Bay of Bengal
5901142_01/01/2009,319.2,11.277,1026.69397,34.96,5901142_01/01/2009,-31.864,92.002,2009-01-01,Indian Ocean
1900407_01/01/2009,39.2,16.937,1026.092041,35.732,1900407_01/01/2009,-35.506,108.092,2009-01-01,Indian Ocean
5901677_01/01/2009,1394.0,3.76,1027.537964,34.657,5901677_01/01/2009,-20.442,109.05,2009-01-01,Indian Ocean
5901203_01/01/2009,349.5,8.869,1026.791016,34.555,5901203_01/01/2009,-46.019,106.19,2009-01-01,Indian Ocean
5901148_01/01/2009,309.4,1.979,1027.694946,34.653,5901148_01/01/2009,-61.955,125.164,2009-01-01,Indian Ocean
